"";"gene_ID";"gene";"X3"
"521";"LOC6585350";"CG2145";"Gene Expression"
"522";"LOC6585349";"MagR";"Gene Expression"
"523";"LOC6585348";"Arp6";"Gene Expression"
"524";"LOC6585345";"Chpf";"Gene Expression"
"525";"LOC6585346";"Fer3HCH";"Gene Expression"
"526";"LOC6585344";"CG2200";"Gene Expression"
"527";"LOC6585343";"lic";"Gene Expression"
"528";"LOC6585342";"hep";"Gene Expression"
"529";"LOC116803676";"LOC116803676";"Gene Expression"
"530";"LOC6585339";"rad";"Gene Expression"
"531";"LOC26527185";"LOC26527185";"Gene Expression"
"532";"LOC6585338";"CG12715";"Gene Expression"
"533";"LOC116804581";"LOC116804581";"Gene Expression"
"534";"LOC6585336";"LOC6585336";"Gene Expression"
"535";"LOC6585334";"CG15719";"Gene Expression"
"536";"LOC6585333";"CG32643";"Gene Expression"
"537";"LOC26527689";"LOC26527689";"Gene Expression"
"538";"LOC6585331";"CG12716";"Gene Expression"
"539";"LOC6585330";"LOC6585330";"Gene Expression"
"540";"LOC6585329";"Mur11Da";"Gene Expression"
"541";"LOC6585327";"hec";"Gene Expression"
"542";"LOC116804578";"LOC116804578";"Gene Expression"
"543";"LOC6585326";"fne";"Gene Expression"
"544";"LOC122757866";"LOC122757866";"Gene Expression"
"545";"LOC116804579";"LOC116804579";"Gene Expression"
"546";"LOC6585325";"CG4645";"Gene Expression"
"547";"LOC6585323";"Brms1";"Gene Expression"
"548";"LOC6585322";"mRpL49";"Gene Expression"
"549";"LOC6585321";"CG4404";"Gene Expression"
"550";"LOC6585320";"CG4407";"Gene Expression"
"551";"LOC6585319";"CG17486";"Gene Expression"
"552";"LOC6585318";"Coq8";"Gene Expression"
"553";"LOC26527128";"LOC26527128";"Gene Expression"
"554";"LOC26527432";"LOC26527432";"Gene Expression"
"555";"LOC122756830";"LOC122756830";"Gene Expression"
"556";"LOC122757869";"LOC122757869";"Gene Expression"
"557";"LOC122757865";"LOC122757865";"Gene Expression"
"558";"LOC122757868";"LOC122757868";"Gene Expression"
"559";"LOC6585879";"Pde9";"Gene Expression"
"560";"LOC6585881";"Nep6";"Gene Expression"
"561";"LOC6585882";"CG32647";"Gene Expression"
"562";"LOC26528545";"LOC26528545";"Gene Expression"
"563";"LOC6585883";"ph-p";"Gene Expression"
"564";"LOC122757867";"LOC122757867";"Gene Expression"
"565";"LOC6585884";"D2hgdh";"Gene Expression"
"566";"LOC122757870";"LOC122757870";"Gene Expression"
"567";"LOC6585885";"Pgd";"Gene Expression"
"568";"LOC6585886";"bcn92";"Gene Expression"
"569";"LOC6585887";"snf";"Gene Expression"
"570";"LOC6585888";"TrxT";"Gene Expression"
"571";"LOC6585889";"dhd";"Gene Expression"
"572";"LOC6585890";"CG4198";"Gene Expression"
"573";"LOC6585891";"CG15930";"Gene Expression"
"574";"LOC6585892";"Sas10";"Gene Expression"
"575";"LOC6585893";"Rnp4F";"Gene Expression"
"576";"LOC6585894";"Mcm3";"Gene Expression"
"577";"LOC6585895";"CG3309";"Gene Expression"
"578";"LOC6585896";"tefu";"Gene Expression"
"579";"LOC6585897";"XRCC1";"Gene Expression"
"580";"LOC6585898";"CanB";"Gene Expression"
"581";"LOC6585899";"SK";"Gene Expression"
"582";"LOC6585901";"NAAT1";"Gene Expression"
"583";"LOC6585902";"spoon";"Gene Expression"
"584";"LOC6585903";"RpL36";"Gene Expression"
"585";"LOC6585904";"CG17829";"Gene Expression"
"586";"LOC6585905";"CG4617";"Gene Expression"
"587";"LOC6585906";"CG8300";"Gene Expression"
"588";"LOC6585907";"fz4";"Gene Expression"
"589";"LOC6585909";"MED18";"Gene Expression"
"590";"LOC6585908";"Usf";"Gene Expression"
"591";"LOC6585910";"Pex5";"Gene Expression"
"592";"LOC6585911";"Nmd3";"Gene Expression"
"593";"LOC6585912";"pn";"Gene Expression"
"594";"LOC6585913";"CG8173";"Gene Expression"
"595";"LOC6585914";"par-6";"Gene Expression"
"596";"LOC6585915";"CG8188";"Gene Expression"
"597";"LOC6585916";"chas";"Gene Expression"
"598";"LOC6585917";"CG12990";"Gene Expression"
"599";"LOC6585918";"Syx16";"Gene Expression"
"600";"LOC6585919";"l(1)G0004";"Gene Expression"
"601";"LOC6585920";"LOC6585920";"Gene Expression"
"602";"LOC6585922";"Inx6";"Gene Expression"
"603";"LOC122756831";"LOC122756831";"Gene Expression"
"604";"LOC6585923";"CG1504";"Gene Expression"
"605";"LOC116804636";"LOC116804636";"Gene Expression"
"606";"LOC6585924";"CG1631";"Gene Expression"
"607";"LOC6585927";"LOC6585927";"Gene Expression"
"608";"LOC6585928";"CG17065";"Gene Expression"
"609";"LOC6585929";"Rab10";"Gene Expression"
"610";"LOC6585930";"CG17068";"Gene Expression"
"611";"LOC6585931";"Peritrophin-A";"Gene Expression"
"612";"LOC6585932";"obst-A";"Gene Expression"
"613";"LOC6585933";"sw";"Gene Expression"
"614";"LOC6585934";"AnxB10";"Gene Expression"
"615";"LOC6585935";"CG9578";"Gene Expression"
"616";"LOC6585936";"CG9581";"Gene Expression"
"617";"LOC6585937";"CG9577";"Gene Expression"
"618";"LOC6585938";"CG13369";"Gene Expression"
"619";"LOC6585939";"CG13364";"Gene Expression"
"620";"LOC6585940";"sesB";"Gene Expression"
"621";"LOC6585941";"Ant2";"Gene Expression"
"622";"LOC6585942";"CG15211";"Gene Expression"
"623";"LOC6585943";"Rok";"Gene Expression"
"624";"LOC6585944";"CG9782";"Gene Expression"
"625";"LOC6585945";"mbt";"Gene Expression"
"626";"LOC6585946";"SNRPG";"Gene Expression"
"627";"LOC6585947";"RpS19a";"Gene Expression"
"628";"LOC6585948";"CG9213";"Gene Expression"
"629";"LOC6585949";"Arp10";"Gene Expression"
"630";"LOC6585950";"Ranbp21";"Gene Expression"
"631";"LOC6585951";"Elys";"Gene Expression"
"632";"LOC6585952";"CG14223";"Gene Expression"
"633";"LOC6585953";"Ssu72";"Gene Expression"
"634";"LOC6585954";"Zw";"Gene Expression"
"635";"LOC6585955";"LOC6585955";"Gene Expression"
"636";"LOC6585956";"dome";"Gene Expression"
"637";"LOC6585957";"Ubqn";"Gene Expression"
"638";"LOC6585958";"Mer";"Gene Expression"
"639";"LOC6585959";"CG14229";"Gene Expression"
"640";"LOC6585960";"Cdc42";"Gene Expression"
"641";"LOC6585961";"CG14231";"Gene Expression"
"642";"LOC6585962";"CG14232";"Gene Expression"
"643";"LOC6585963";"CG14230";"Gene Expression"
"644";"LOC6585964";"meso18E";"Gene Expression"
"645";"LOC6585965";"CG12531";"Gene Expression"
"646";"LOC6585966";"CG14218";"Gene Expression"
"647";"LOC6585967";"CG42329";"Gene Expression"
"648";"LOC6585968";"CG14204";"Gene Expression"
"649";"LOC6585969";"CG14205";"Gene Expression"
"650";"LOC6585970";"RpS10b";"Gene Expression"
"651";"LOC6585971";"CG14220";"Gene Expression"
"652";"LOC6585972";"CG14207";"Gene Expression"
"653";"LOC6585974";"Tyler";"Gene Expression"
"654";"LOC122757771";"Shawn";"Gene Expression"
"655";"LOC6585975";"CG14210";"Gene Expression"
"656";"LOC6585976";"Pstk";"Gene Expression"
"657";"LOC6585977";"Tim9b";"Gene Expression"
"658";"LOC6585978";"bys";"Gene Expression"
"659";"LOC6585979";"RpS6";"Gene Expression"
"660";"LOC6585980";"p115";"Gene Expression"
"661";"LOC6585981";"CG15744";"Gene Expression"
"662";"LOC6585982";"CG1764";"Gene Expression"
"663";"LOC6585983";"CG1571";"Gene Expression"
"664";"LOC6585984";"Ldsdh1";"Gene Expression"
"665";"LOC26527791";"CG2256";"Gene Expression"
"666";"LOC6585985";"yellow-h";"Gene Expression"
"667";"LOC26528315";"UbcE2H";"Gene Expression"
"668";"LOC6585987";"ebo";"Gene Expression"
"669";"LOC6585988";"Cyp4g1";"Gene Expression"
"670";"LOC6585989";"ase";"Gene Expression"
"671";"LOC6585990";"LOC6585990";"Gene Expression"
"672";"LOC6585991";"Bace";"Gene Expression"
"673";"LOC6585992";"LOC6585992";"Gene Expression"
"674";"LOC6585993";"l(1)sc";"Gene Expression"
"675";"LOC122756838";"LOC122756838";"Gene Expression"
"676";"LOC6585994";"sc";"Gene Expression"
"677";"LOC6585995";"ac";"Gene Expression"
"678";"LOC6585996";"fz3";"Gene Expression"
"679";"LOC6585997";"tw";"Gene Expression"
"680";"LOC6585998";"CG13360";"Gene Expression"
"681";"LOC6586000";"LOC6586000";"Gene Expression"
"682";"LOC116804626";"LOC116804626";"Gene Expression"
"683";"LOC6586002";"prage";"Gene Expression"
"684";"LOC6586003";"CG14812";"Gene Expression"
"685";"LOC6586004";"deltaCOP";"Gene Expression"
"686";"LOC6586005";"CG14814";"Gene Expression"
"687";"LOC6586006";"CG13014";"Gene Expression"
"688";"LOC6586007";"SMC3";"Gene Expression"
"689";"LOC6586008";"Fim";"Gene Expression"
"690";"LOC6586009";"CG32537";"Gene Expression"
"691";"LOC6586010";"CG32536";"Gene Expression"
"692";"LOC6586011";"CG8028";"Gene Expression"
"693";"LOC6586012";"CG8034";"Gene Expression"
"694";"Trnam-cau";"Trnam-cau";"Gene Expression"
"695";"LOC6586014";"CG8051";"Gene Expression"
"696";"LOC6586015";"out";"Gene Expression"
"697";"LOC6586016";"CG14196";"Gene Expression"
"698";"LOC6586017";"CG7884";"Gene Expression"
"699";"LOC116804632";"Muc18B";"Gene Expression"
"700";"LOC6586019";"Mur18B";"Gene Expression"
"701";"LOC6586020";"CG14195";"Gene Expression"
"702";"LOC6586021";"Ulp1";"Gene Expression"
"703";"LOC6586022";"Dsp1";"Gene Expression"
"704";"LOC6586023";"CG9921";"Gene Expression"
"705";"LOC6586024";"CG9919";"Gene Expression"
"706";"LOC6586025";"CalpC";"Gene Expression"
"707";"LOC6586026";"CG32579";"Gene Expression"
"708";"LOC6586027";"CG9917";"Gene Expression"
"709";"LOC6586028";"CG3679";"Gene Expression"
"710";"LOC6586029";"Had1";"Gene Expression"
"711";"LOC6586030";"CG9915";"Gene Expression"
"712";"LOC6586032";"SelG";"Gene Expression"
"713";"LOC6586033";"CG10353";"Gene Expression"
"714";"LOC26528034";"LOC26528034";"Gene Expression"
"715";"LOC6586035";"CG10352";"Gene Expression"
"716";"LOC6586036";"CG15739";"Gene Expression"
"717";"LOC6586037";"crm";"Gene Expression"
"718";"LOC6586038";"Syx4";"Gene Expression"
"719";"LOC6586039";"LOC6586039";"Gene Expression"
"720";"LOC6586040";"CG32795";"Gene Expression"
"721";"LOC6586041";"w";"Gene Expression"
"722";"LOC6586044";"LOC6586044";"Gene Expression"
"723";"LOC6586045";"LOC6586045";"Gene Expression"
"724";"LOC122757879";"LOC122757879";"Gene Expression"
"725";"LOC6586046";"CG14416";"Gene Expression"
"726";"LOC122756839";"CG14417";"Gene Expression"
"727";"LOC26528085";"CG14418";"Gene Expression"
"728";"LOC122757185";"LOC122757185";"Gene Expression"
"729";"LOC116804635";"LOC116804635";"Gene Expression"
"730";"LOC6586049";"CG3526";"Gene Expression"
"731";"LOC122757588";"LOC122757588";"Gene Expression"
"732";"LOC6586050";"CG3588";"Gene Expression"
"733";"LOC6586051";"CG14424";"Gene Expression"
"734";"LOC6586052";"CG32793";"Gene Expression"
"735";"LOC6586054";"CG3598";"Gene Expression"
"736";"LOC6586055";"CG14420";"Gene Expression"
"737";"LOC6586056";"CG14421";"Gene Expression"
"738";"LOC116804628";"LOC116804628";"Gene Expression"
"739";"LOC6586058";"CG14423";"Gene Expression"
"740";"LOC6586060";"CG3603";"Gene Expression"
"741";"LOC6586061";"rst";"Gene Expression"
"742";"LOC6586067";"CG4116";"Gene Expression"
"743";"LOC6586068";"LOC6586068";"Gene Expression"
"744";"LOC26527956";"LOC26527956";"Gene Expression"
"745";"LOC6586070";"kirre";"Gene Expression"
"746";"LOC6586069";"LOC6586069";"Gene Expression"
"747";"LOC6586071";"N";"Gene Expression"
"748";"LOC122757567";"LOC122757567";"Gene Expression"
"749";"LOC6586072";"CG18508";"Gene Expression"
"750";"LOC6586073";"Fcp3C";"Gene Expression"
"751";"LOC6586074";"CG3939";"Gene Expression"
"752";"LOC122757874";"LOC122757874";"Gene Expression"
"753";"LOC6586084";"dnc";"Gene Expression"
"754";"LOC122757876";"LOC122757876";"Gene Expression"
"755";"LOC122757875";"LOC122757875";"Gene Expression"
"756";"LOC116804630";"LOC116804630";"Gene Expression"
"757";"LOC122757877";"LOC122757877";"Gene Expression"
"758";"LOC6586086";"CG10793";"Gene Expression"
"759";"LOC6586087";"Sep4";"Gene Expression"
"760";"LOC6586089";"Naxe";"Gene Expression"
"761";"LOC6586090";"CG2972";"Gene Expression"
"762";"LOC6586091";"ZAP3";"Gene Expression"
"763";"LOC6586092";"CG15312";"Gene Expression"
"764";"LOC6586094";"CG6659";"Gene Expression"
"765";"LOC6586095";"fu";"Gene Expression"
"766";"LOC6586096";"CG6696";"Gene Expression"
"767";"LOC6586100";"phm";"Gene Expression"
"768";"LOC6586101";"Cyp18a1";"Gene Expression"
"769";"LOC6586102";"CCKLR-17D1";"Gene Expression"
"770";"LOC6586103";"LOC6586103";"Gene Expression"
"771";"LOC122757834";"LOC122757834";"Gene Expression"
"772";"LOC6586104";"CG6873";"Gene Expression"
"773";"LOC6586105";"CG12609";"Gene Expression"
"774";"LOC6586106";"LOC6586106";"Gene Expression"
"775";"LOC122757586";"LOC122757586";"Gene Expression"
"776";"LOC6586110";"CCKLR-17D3";"Gene Expression"
"777";"LOC6586111";"CG6891";"Gene Expression"
"778";"LOC6586112";"CG6961";"Gene Expression"
"779";"LOC6586113";"Paf-AHalpha";"Gene Expression"
"780";"LOC6586114";"CG15602";"Gene Expression"
"781";"LOC6586115";"CG15914";"Gene Expression"
"782";"LOC6586116";"sun";"Gene Expression"
"783";"LOC6586117";"PGRP-LE";"Gene Expression"
"784";"LOC6586118";"mRpS30";"Gene Expression"
"785";"LOC6586119";"nAChRalpha7";"Gene Expression"
"786";"LOC122756993";"LOC122756993";"Gene Expression"
"787";"LOC6586123";"LOC6586123";"Gene Expression"
"788";"LOC6586124";"CG14191";"Gene Expression"
"789";"LOC6586125";"CG32679";"Gene Expression"
"790";"LOC6586126";"CG12698";"Gene Expression"
"791";"LOC6586127";"dpr18";"Gene Expression"
"792";"LOC6586128";"Nipsnap";"Gene Expression"
"793";"LOC6586129";"CG1231";"Gene Expression"
"794";"LOC6586130";"RpL30";"Gene Expression"
"795";"LOC6586131";"CG14286";"Gene Expression"
"796";"LOC6586132";"LOC6586132";"Gene Expression"
"797";"LOC6586133";"Tob";"Gene Expression"
"798";"LOC6586134";"CG8958";"Gene Expression"
"799";"LOC6586135";"CG42354";"Gene Expression"
"800";"LOC6586136";"CG42353";"Gene Expression"
"801";"LOC6586137";"fd19B";"Gene Expression"
"802";"LOC6586138";"disco-r";"Gene Expression"
"803";"LOC6586145";"disco";"Gene Expression"
"804";"LOC6586146";"CG12507";"Gene Expression"
"805";"LOC6586147";"kat80";"Gene Expression"
"806";"LOC6586148";"Mfe2";"Gene Expression"
"807";"LOC6586149";"Prosalpha4";"Gene Expression"
"808";"LOC6586150";"eas";"Gene Expression"
"809";"LOC6586151";"CG32576";"Gene Expression"
"810";"LOC6586152";"UQCR-14";"Gene Expression"
"811";"LOC6586153";"caz";"Gene Expression"
"812";"LOC6586154";"CG9911";"Gene Expression"
"813";"LOC6586155";"CG3632";"Gene Expression"
"814";"LOC6586156";"CG11095";"Gene Expression"
"815";"LOC116803662";"CG45089";"Gene Expression"
"816";"LOC6586157";"ND-MNLL";"Gene Expression"
"817";"LOC6586158";"Nek2";"Gene Expression"
"818";"LOC6586159";"CG9114";"Gene Expression"
"819";"LOC6586160";"dah";"Gene Expression"
"820";"LOC116804631";"LOC116804631";"Gene Expression"
"821";"LOC6586161";"Tbh";"Gene Expression"
"822";"LOC6586162";"LOC6586162";"Gene Expression"
"823";"LOC6586163";"Cyp318a1";"Gene Expression"
"824";"LOC6586164";"LOC6586164";"Gene Expression"
"825";"LOC6586165";"LOC6586165";"Gene Expression"
"826";"LOC26527731";"LOC26527731";"Gene Expression"
"827";"LOC116804627";"LOC116804627";"Gene Expression"
"828";"LOC26527928";"Muc11A";"Gene Expression"
"829";"LOC6584961";"LOC6584961";"Gene Expression"
"830";"LOC122757887";"LOC122757887";"Gene Expression"
"831";"LOC122757886";"LOC122757886";"Gene Expression"
"832";"LOC26527656";"LOC26527656";"Gene Expression"
"833";"LOC6584965";"LOC6584965";"Gene Expression"
"834";"LOC6584968";"CG2750";"Gene Expression"
"835";"LOC6584969";"CG15734";"Gene Expression"
"836";"LOC6584966";"Ten-a";"Gene Expression"
"837";"LOC6584958";"LOC6584958";"Gene Expression"
"838";"LOC6584967";"LOC6584967";"Gene Expression"
"839";"LOC6584957";"LOC6584957";"Gene Expression"
"840";"LOC6584964";"CG32655";"Gene Expression"
"841";"LOC26528734";"LOC26528734";"Gene Expression"
"842";"LOC116804558";"LOC116804558";"Gene Expression"
"843";"LOC122757832";"LOC122757832";"Gene Expression"
"844";"LOC6586912";"CG2577";"Gene Expression"
"845";"LOC122756992";"Ir11a";"Gene Expression"
"846";"LOC6584954";"CG2574";"Gene Expression"
"847";"LOC6584955";"LOC6584955";"Gene Expression"
"848";"LOC6584970";"LOC6584970";"Gene Expression"
"849";"LOC116804553";"LOC116804553";"Gene Expression"
"850";"LOC6584972";"Pkcdelta";"Gene Expression"
"851";"LOC6584973";"CG15927";"Gene Expression"
"852";"LOC6584974";"CG15731";"Gene Expression"
"853";"LOC6584975";"Rab40";"Gene Expression"
"854";"LOC6584976";"Cht11";"Gene Expression"
"855";"LOC6584977";"CG4557";"Gene Expression"
"856";"LOC6584978";"CG14435";"Gene Expression"
"857";"LOC6584979";"nonC";"Gene Expression"
"858";"LOC6584980";"mAChR-C";"Gene Expression"
"859";"LOC6584981";"Atx-1";"Gene Expression"
"860";"LOC6584982";"xit";"Gene Expression"
"861";"LOC6584983";"CG14805";"Gene Expression"
"862";"LOC6584984";"CG14818";"Gene Expression"
"863";"LOC6584986";"Coq7";"Gene Expression"
"864";"LOC6584985";"shf";"Gene Expression"
"865";"LOC6584987";"C3G";"Gene Expression"
"866";"LOC6584989";"pod1";"Gene Expression"
"867";"LOC122757831";"LOC122757831";"Gene Expression"
"868";"LOC6584990";"iav";"Gene Expression"
"869";"LOC6584991";"Nf-YC";"Gene Expression"
"870";"LOC6584993";"CG4045";"Gene Expression"
"871";"LOC6584994";"Rtca";"Gene Expression"
"872";"LOC6584995";"CG4025";"Gene Expression"
"873";"LOC6584996";"CG16903";"Gene Expression"
"874";"LOC6584997";"Top1";"Gene Expression"
"875";"LOC6584998";"sn";"Gene Expression"
"876";"LOC6584999";"sws";"Gene Expression"
"877";"LOC122756758";"LOC122756758";"Gene Expression"
"878";"LOC6585002";"CG15333";"Gene Expression"
"879";"LOC6585003";"Ubr3";"Gene Expression"
"880";"LOC6585004";"l(1)G0193";"Gene Expression"
"881";"LOC6585006";"RpS14a";"Gene Expression"
"882";"LOC6585007";"Nup205";"Gene Expression"
"883";"LOC6585008";"CG11076";"Gene Expression"
"884";"LOC6585009";"CG11077";"Gene Expression"
"885";"LOC6585010";"mst";"Gene Expression"
"886";"LOC6585011";"DIP-beta";"Gene Expression"
"887";"LOC116804559";"LOC116804559";"Gene Expression"
"888";"LOC26527456";"LOC26527456";"Gene Expression"
"889";"LOC6585016";"Ptp4E";"Gene Expression"
"890";"LOC6585017";"CG14556";"Gene Expression"
"891";"LOC26528598";"LOC26528598";"Gene Expression"
"892";"LOC6585018";"CG12680";"Gene Expression"
"893";"LOC122757064";"LOC122757064";"Gene Expression"
"894";"LOC122757062";"LOC122757062";"Gene Expression"
"895";"LOC6585021";"Tengl4";"Gene Expression"
"896";"LOC6585024";"ovo";"Gene Expression"
"897";"LOC6585025";"CG32767";"Gene Expression"
"898";"LOC6585026";"ogre";"Gene Expression"
"899";"LOC6585027";"bou";"Gene Expression"
"900";"LOC122757360";"LOC122757360";"Gene Expression"
"901";"LOC6585028";"Inx7";"Gene Expression"
"902";"LOC6585029";"Inx2";"Gene Expression"
"903";"LOC116804561";"LOC116804561";"Gene Expression"
"904";"LOC6585030";"cm";"Gene Expression"
"905";"LOC6585031";"CG32736";"Gene Expression"
"906";"LOC6585032";"CG42308";"Gene Expression"
"907";"LOC6585033";"CG3032";"Gene Expression"
"908";"LOC6585036";"CG12541";"Gene Expression"
"909";"LOC6585034";"nullo";"Gene Expression"
"910";"LOC6585035";"CG14427";"Gene Expression"
"911";"LOC6585039";"CG4593";"Gene Expression"
"912";"LOC6585040";"CG4607";"Gene Expression"
"913";"LOC6585041";"Sxl";"Gene Expression"
"914";"LOC6585042";"su(sable)";"Gene Expression"
"915";"LOC6585043";"Dredd";"Gene Expression"
"916";"LOC6585044";"Mybbp1A";"Gene Expression"
"917";"LOC6585045";"Setd3";"Gene Expression"
"918";"LOC6585046";"CG14431";"Gene Expression"
"919";"LOC122757058";"LOC122757058";"Gene Expression"
"920";"LOC6585048";"LOC6585048";"Gene Expression"
"921";"LOC6585049";"su(f)";"Gene Expression"
"922";"LOC26527462";"CG17159";"Gene Expression"
"923";"LOC6585051";"CG17162";"Gene Expression"
"924";"LOC6585052";"CG17169";"Gene Expression"
"925";"LOC6585053";"CG17168";"Gene Expression"
"926";"LOC122757282";"LOC122757282";"Gene Expression"
"927";"LOC6585054";"BTBD9";"Gene Expression"
"928";"LOC6585055";"CG11596";"Gene Expression"
"929";"LOC6585056";"CG3857";"Gene Expression"
"930";"LOC6585057";"CG3587";"Gene Expression"
"931";"LOC6585058";"Tis11";"Gene Expression"
"932";"LOC6585059";"mew";"Gene Expression"
"933";"LOC6585060";"comt";"Gene Expression"
"934";"LOC6585061";"CG12179";"Gene Expression"
"935";"LOC6585062";"Usp30";"Gene Expression"
"936";"LOC6585063";"CG16721";"Gene Expression"
"937";"LOC6585064";"Lsd-2";"Gene Expression"
"938";"LOC122757453";"LOC122757453";"Gene Expression"
"939";"LOC6585065";"CG33177";"Gene Expression"
"940";"LOC6585066";"CG33178";"Gene Expression"
"941";"LOC6585067";"CG9065";"Gene Expression"
"942";"LOC6585068";"CG15027";"Gene Expression"
"943";"LOC6585069";"CG5599";"Gene Expression"
"944";"LOC6585070";"Rab3-GEF";"Gene Expression"
"945";"LOC6585071";"CG9072";"Gene Expression"
"946";"LOC6585072";"Cyp4s3";"Gene Expression"
"947";"LOC122757905";"LOC122757905";"Gene Expression"
"948";"LOC6585073";"drd";"Gene Expression"
"949";"LOC6585074";"RpL37a";"Gene Expression"
"950";"LOC6585075";"CG9095";"Gene Expression"
"951";"LOC6585077";"CG43737";"Gene Expression"
"952";"LOC6585079";"LOC6585079";"Gene Expression"
